id,old_id,name,reaction_eq_annotation,reaction_eq,reaction_abbreviation,reaction_eq_name,GPR,lower_bound,upper_bound,Object,EC_number,Unique_EC,annotation,Subsystem,KEGG_pathway,KEGG_iZM516_pathway,notes,annotated_in_pathway
rxn05287,rxn05287_c0,geranylgeranyl_diphosphate_isopentenyl_diphosphate_transtransferase_c0,"{""cpd00113_c0"":-1.0,""cpd00289_c0"":-1.0,""cpd00012_c0"":1.0,""cpd00067_c0"":1.0,""cpd02591_c0"":1.0}",cpd00113_c0 + cpd00289_c0 --> cpd00012_c0 + cpd00067_c0 + cpd02591_c0,ipdp_c + ggdp_c --> ppi_c + h_c + pendp_c,Isopentenyldiphosphate_c0 + Geranylgeranyl_diphosphate_c0 --> PPi_c0 + H_plus_c0 + pendp_c0,ZMO0855,0,1000,0,2.5.1.81,2.5.1.81,"{'AraCyc': 'RXN-8813', 'bigg.reaction': 'GGTT', 'BrachyCyc': 'RXN-8813', 'kegg.reaction': 'R07475', 'biocyc': 'META:RXN-8813', 'seed.reaction': 'rxn05287', 'ec-code': '2.5.1.81', 'rhea': '25697','sbo':'SBO:0000176'}",271-Bsub; rRNA_methylation_in_clusters; Isoprenoids; Proteorhodopsin; Sex_pheromones_in_Enterococcus_faecalis_and_other_Firmicutes,,Nucleotide,,
rxn05289,rxn05289_c0,NADPH_oxidized_thioredoxin_oxidoreductase_c0,"{""cpd00005_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd11420_c0"":-1.0,""cpd00006_c0"":1.0,""cpd11421_c0"":1.0}",cpd00005_c0 + cpd00067_c0 + cpd11420_c0 <=> cpd00006_c0 + cpd11421_c0,nadph_c + h_c + trdox_c --> nadp_c + trdrd_c,NADPH_c0 + H_plus_c0 + trdox_c0 <=> NADP_c0 + trdrd_c0,ZMO1142 and ZMO1097,0,1000,0,1.6.4.5|1.8.1.9,1.8.1.9,"{'AlgaGEM': 'R_R02016_c', 'AraGEM': 'R_R02016_c', 'bigg.reaction': 'TRDR; TRDRm', 'JP_Creinhardtii_MSB': 'R_TDSR; R_TDSRh', 'kegg.reaction': 'R02016', 'seed.reaction': 'rxn05289','sbo':'SBO:0000176'}",COG0523; Putative_hemin_transporter; 271-Bsub; Pyrimidines; Selenoproteins; RNA processing and modification; Thioredoxin-disulfide_reductase,Pyrimidine metabolism,Energy,,non-pathway related
rxn05293,rxn05293_c0,2C_methyl_D_erythritol_2_4_cyclodiphosphate_dehydratase_c0,"{""cpd00004_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd08301_c0"":-1.0,""cpd00001_c0"":1.0,""cpd00003_c0"":1.0,""cpd08615_c0"":1.0}",cpd00004_c0 + cpd00067_c0 + cpd08301_c0 --> cpd00001_c0 + cpd00003_c0 + cpd08615_c0,nadh_c + h_c + 2mecdp_c --> h2o_c + nad_c + h2mb4p_c,NADH_c0 + H_plus_c0 + 2_C_methyl_D_erythritol2_4_cyclodiphosphate_c0 --> H2O_c0 + NAD_c0 + 1_Hydroxy_2_methyl_2_butenyl_4_diphosphate_c0,ZMO0180,0,1000,0,,,"{'bigg.reaction': 'MECDPDH2', 'iAF1260': 'MECDPDH2', 'iMA945': 'MECDPDH2', 'seed.reaction': 'rxn05293','sbo':'SBO:0000176'}",Isoprenoid/cell wall biosynthesis: PREDICTED UNDECAPRENYL DIPHOSPHATE PHOSPHATASE; 271-Bsub; Plant-Prokaryote DOE project; Isoprenoids,,Energy,,
rxn05307,rxn05307_c0,TRANS_RXNBWI_115637cemaizeexpSER_c0,"{""cpd00054_e0"":-1.0,""cpd00067_e0"":-1.0,""cpd00054_c0"":1.0,""cpd00067_c0"":1.0}",cpd00054_e0 + cpd00067_e0 <=> cpd00054_c0 + cpd00067_c0,ser-L_e + h_e <=> ser-L_c + h_c,L_Serine_e0 + H_plus_e0 <=> L_Serine_c0 + H_plus_c0,ZMO1465,-1000,1000,0,2.A.42.-.-,2.A.42.-.-,"{'bigg.reaction': 'AGP1_12; AGP3_3; DIP5_7; GAP1_18; GNP1_6; SERt2; SERt2m; SERt2r; SERt2rpp; SERt6', 'BrachyCyc': 'TRANS-RXNAVI-26536', 'EcoCyc': 'TRANS-RXN-71', 'MaizeCyc': 'TRANS-RXNBWI-115637', 'biocyc': 'META:TRANS-RXN-71', 'seed.reaction': 'rxn05307','sbo':'SBO:0000185'}","Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine; Central carbohydrate metabolism; Transporters_In_Models",,Transport,,
rxn05316,rxn05316_c0,TRANS_RXNBWI_115572cemaizeexpINOSINE_c0,"{""cpd00067_e0"":-1.0,""cpd00246_e0"":-1.0,""cpd00067_c0"":1.0,""cpd00246_c0"":1.0}",cpd00067_e0 + cpd00246_e0 <=> cpd00067_c0 + cpd00246_c0,h_e + ins_e <=> h_c + ins_c,H_plus_e0 + Inosine_e0 <=> H_plus_c0 + Inosine_c0,ZMO0967,-1000,1000,0,,,"{'bigg.reaction': 'INSt2; INSt2pp; INSt2r; INSt2rpp; U177; U194', 'EcoCyc': 'TRANS-RXN-108G', 'MaizeCyc': 'TRANS-RXNBWI-115572', 'biocyc': 'META:TRANS-RXN-108G', 'iAF1260': 'INSt2pp; INSt2rpp', 'seed.reaction': 'rxn05316','sbo':'SBO:0000185'}",Monosaccharides; Transporters_In_Models,,Transport,,
rxn05317,rxn05317_c0,Transport_of_deoxyadenosine__extracellular_c0,"{""cpd00067_e0"":-1.0,""cpd00438_e0"":-1.0,""cpd00067_c0"":1.0,""cpd00438_c0"":1.0}",cpd00067_e0 + cpd00438_e0 <=> cpd00067_c0 + cpd00438_c0,h_e + dad-2_e <=> h_c + dad-2_c,H_plus_e0 + Deoxyadenosine_e0 <=> H_plus_c0 + Deoxyadenosine_c0,ZMO0967,-1000,1000,0,,,"{'bigg.reaction': 'DADNt2; DADNt2pp; U182; U188; U198', 'EcoCyc': 'TRANS-RXN-108C', 'biocyc': 'META:TRANS-RXN-108C', 'iAF1260': 'DADNt2pp', 'iIN800': 'U182; U188; U198', 'seed.reaction': 'rxn05317','sbo':'SBO:0000185'}",Monosaccharides; Transporters_In_Models,,Transport,,
rxn05318,rxn05318_c0,TRANS_RXN_203ce_c0,"{""cpd00067_e0"":-1.0,""cpd00182_e0"":-1.0,""cpd00067_c0"":1.0,""cpd00182_c0"":1.0}",cpd00067_e0 + cpd00182_e0 <=> cpd00067_c0 + cpd00182_c0,h_e + adn_e <=> h_c + adn_c,H_plus_e0 + Adenosine_e0 <=> H_plus_c0 + Adenosine_c0,ZMO0967,-1000,1000,0,,,"{'AraCyc': 'TRANS-RXN-203', 'bigg.reaction': 'ADNt2; ADNt2pp; ADNt2r; ADNt2rpp; U174; U185; U191', 'CornCyc': 'TRANS-RXN-203', 'EcoCyc': 'TRANS-RXN-108A', 'biocyc': 'META:TRANS-RXN-108A; TRANS-RXN-203', 'seed.reaction': 'rxn05318','sbo':'SBO:0000185'}",Monosaccharides; Transporters_In_Models,,Transport,,
rxn05322,rxn05322_c0,Butyryl_acyl_carrier_protein_malonyl_CoA_C_acyltransferasedecarboxylating__oxoacyl__and_enoyl_reducing_c0,"{""cpd00004_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd11465_c0"":-1.0,""cpd00003_c0"":1.0,""cpd11464_c0"":1.0}",cpd00004_c0 + cpd00067_c0 + cpd11465_c0 --> cpd00003_c0 + cpd11464_c0,nadh_c + h_c + 2beACP_c --> nad_c + butACP_c,NADH_c0 + H_plus_c0 + But_2_enoyl_[acyl_carrier_protein]_c0 --> NAD_c0 + Butyryl_ACP_c0,ZMO1692,0,1000,0,1.3.1.9|2.3.1.86,1.3.1.9|2.3.1.86,"{'AlgaGEM': 'R_R04429_c; R_R04429_p', 'AraGEM': 'R_R04429_c; R_R04429_p', 'bigg.reaction': 'BTMAT1; EAR40x', 'JP_Creinhardtii_MSB': 'R_EAR40x', 'kegg.reaction': 'R04429', 'seed.reaction': 'rxn05322','sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05323,rxn05323_c0,Tetradecanoyl_acyl_carrier_protein_malonyl_CoA_C_acyltransferasedecarboxylating__oxoacyl__and_enoyl_reducing_c0,"{""cpd00004_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd11467_c0"":-1.0,""cpd00003_c0"":1.0,""cpd11466_c0"":1.0}",cpd00004_c0 + cpd00067_c0 + cpd11467_c0 --> cpd00003_c0 + cpd11466_c0,nadh_c + h_c + tmrs2eACP_c --> nad_c + myrsACP_c,NADH_c0 + H_plus_c0 + (2E)_Tetradecenoyl_[acp]_c0 --> NAD_c0 + Myristoyl_ACP_c0,ZMO1692,0,1000,0,1.3.1.9|2.3.1.86,1.3.1.9|2.3.1.86,"{'AlgaGEM': 'R_R04966_c; R_R04966_p', 'AraGEM': 'R_R04966_c; R_R04966_p', 'kegg.reaction': 'R04966', 'Maize_C4GEM': 'R_R04966_c; R_R04966_p', 'iRS1597': 'R04966_c; R04966_p', 'seed.reaction': 'rxn05323','sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05324,rxn05324_c0,Dodecanoyl_acyl_carrier_protein_malonyl_CoA_C_acyltransferasedecarboxylating__oxoacyl__and_enoyl_reducing_c0,"{""cpd00004_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd11469_c0"":-1.0,""cpd00003_c0"":1.0,""cpd11468_c0"":1.0}",cpd00004_c0 + cpd00067_c0 + cpd11469_c0 --> cpd00003_c0 + cpd11468_c0,nadh_c + h_c + 2tddACP_c --> nad_c + ddcaACP_c,NADH_c0 + H_plus_c0 + (2E)_Dodecenoyl_[acp]_c0 --> NAD_c0 + Dodecanoyl_ACP_c0,ZMO1692,0,1000,0,1.3.1.9|2.3.1.86,1.3.1.9|2.3.1.86,"{'AraCyc': 'RXN-9661', 'bigg.reaction': 'DDMAT5; EAR120x', 'BrachyCyc': 'RXN-9661', 'kegg.reaction': 'R04724', 'biocyc': 'META:RXN-9661', 'seed.reaction': 'rxn05324', 'ec-code': '1.3.1.9','sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05325,rxn05325_c0,Octanoyl_acyl_carrier_protein_malonyl_CoA_C_acyltransferasedecarboxylating__oxoacyl__and_enoyl_reducing_c0,"{""cpd00004_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd11471_c0"":-1.0,""cpd00003_c0"":1.0,""cpd11470_c0"":1.0}",cpd00004_c0 + cpd00067_c0 + cpd11471_c0 --> cpd00003_c0 + cpd11470_c0,nadh_c + h_c + 2toceACP_c --> nad_c + octACP_c,NADH_c0 + H_plus_c0 + (2E)_Octenoyl_[acp]_c0 --> NAD_c0 + Octanoyl_ACP_c0,ZMO1692,0,1000,0,1.3.1.9|2.3.1.86,1.3.1.9|2.3.1.86,"{'AraCyc': 'RXN-9659', 'bigg.reaction': 'EAR80x; OCMAT3', 'BrachyCyc': 'RXN-9659', 'kegg.reaction': 'R04958', 'biocyc': 'META:RXN-9659', 'seed.reaction': 'rxn05325', 'ec-code': '1.3.1.9','sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05326,rxn05326_c0,Hexanoyl_acyl_carrier_protein_malonyl_CoA_C_acyltransferasedecarboxylating__oxoacyl__and_enoyl_reducing_c0,"{""cpd00004_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd11473_c0"":-1.0,""cpd00003_c0"":1.0,""cpd11472_c0"":1.0}",cpd00004_c0 + cpd00067_c0 + cpd11473_c0 --> cpd00003_c0 + cpd11472_c0,nadh_c + h_c + 2theACP_c --> nad_c + hexACP_c,NADH_c0 + H_plus_c0 + (2E)_Hexenoyl_[acp]_c0 --> NAD_c0 + Hexanoyl_ACP_c0,ZMO1692,0,1000,0,1.3.1.9|2.3.1.86,1.3.1.9|2.3.1.86,"{'AraCyc': 'RXN-9658', 'bigg.reaction': 'EAR60x; HEMAT2', 'BrachyCyc': 'RXN-9658', 'kegg.reaction': 'R04955', 'biocyc': 'META:RXN-9658', 'seed.reaction': 'rxn05326', 'ec-code': '1.3.1.9','sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05327,rxn05327_c0,Decanoyl_acyl_carrier_protein_malonyl_CoA_C_acyltransferasedecarboxylating__oxoacyl__and_enoyl_reducing_c0,"{""cpd00004_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd11475_c0"":-1.0,""cpd00003_c0"":1.0,""cpd11474_c0"":1.0}",cpd00004_c0 + cpd00067_c0 + cpd11475_c0 --> cpd00003_c0 + cpd11474_c0,nadh_c + h_c + 2tdeACP_c --> nad_c + decACP_c,NADH_c0 + H_plus_c0 + (2E)_Decenoyl_[acp]_c0 --> NAD_c0 + Decanoyl_ACP_c0,ZMO1692,0,1000,0,1.3.1.9|2.3.1.86,1.3.1.9|2.3.1.86,"{'AlgaGEM': 'R_R04961_c; R_R04961_p', 'AraGEM': 'R_R04961_c; R_R04961_p', 'bigg.reaction': 'DEMAT4; EAR100x', 'JP_Creinhardtii_MSB': 'R_EAR100x', 'kegg.reaction': 'R04961', 'seed.reaction': 'rxn05327','sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05328,rxn05328_c0,Hexadecanoyl_acyl_carrier_protein_malonyl_CoA_C_acyltransferasedecarboxylating__oxoacyl__and_enoyl_reducing_c0,"{""cpd00004_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd11477_c0"":-1.0,""cpd00003_c0"":1.0,""cpd11476_c0"":1.0}",cpd00004_c0 + cpd00067_c0 + cpd11477_c0 --> cpd00003_c0 + cpd11476_c0,nadh_c + h_c + tpalm2eACP_c --> nad_c + hedacp_c,NADH_c0 + H_plus_c0 + (2E)_Hexadecenoyl_[acp]_c0 --> NAD_c0 + hexadecanoyl_acp_c0,ZMO1692,0,1000,0,1.3.1.9|2.3.1.86,1.3.1.9|2.3.1.86,"{'AlgaGEM': 'R_R04969_c; R_R04969_p', 'AraGEM': 'R_R04969_c; R_R04969_p', 'kegg.reaction': 'R04969', 'Maize_C4GEM': 'R_R04969_c; R_R04969_p', 'TS_Athaliana': 'rxn856_p', 'seed.reaction': 'rxn05328','sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05329,db_rxn05329,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,"{""cpd11478_c0"":-1.0,""cpd00001_c0"":1.0,""cpd11465_c0"":1.0}",cpd11478_c0 <=> cpd00001_c0 + cpd11465_c0,3hbACP_c <=> h2o_c + 2beACP_c,(R)_3_Hydroxybutanoyl_[acyl_carrier_protein]_c0 <=> H2O_c0 + But_2_enoyl_[acyl_carrier_protein]_c0,,-1000,1000,0,4.2.1.58,4.2.1.58,"{'AlgaGEM': 'R_R04428_c; R_R04428_p', 'AraGEM': 'R_R04428_c; R_R04428_p', 'bigg.reaction': 'HBUHL1', 'JP_Creinhardtii_MSB': 'R_3HAD40', 'kegg.reaction': 'R04428', 'seed.reaction': 'rxn05329','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; Fatty acids,Fatty acid biosynthesis,Lipid,,
rxn05330,db_rxn05330,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,"{""cpd11479_c0"":-1.0,""cpd00001_c0"":1.0,""cpd11473_c0"":1.0}",cpd11479_c0 <=> cpd00001_c0 + cpd11473_c0,3hhACP_c <=> h2o_c + 2theACP_c,D_3_Hydroxyhexanoyl_[acp]_c0 <=> H2O_c0 + (2E)_Hexenoyl_[acp]_c0,ZMO1146,-1000,1000,0,2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.59,2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.59,"{'AraCyc': 'RXN-9520', 'bigg.reaction': '3HAD60; HHYHL2', 'CornCyc': 'RXN-9520', 'kegg.reaction': 'R04954', 'biocyc': 'META:RXN-9520', 'seed.reaction': 'rxn05330', 'ec-code': '4.2.1.59','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05331,db_rxn05331,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,"{""cpd11480_c0"":-1.0,""cpd00001_c0"":1.0,""cpd11469_c0"":1.0}",cpd11480_c0 <=> cpd00001_c0 + cpd11469_c0,3hddACP_c <=> h2o_c + 2tddACP_c,D_3_Hydroxydodecanoyl_[acp]_c0 <=> H2O_c0 + (2E)_Dodecenoyl_[acp]_c0,ZMO1146,-1000,1000,0,2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.59|4.2.1.60|4.2.1.61,2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.59|4.2.1.60|4.2.1.61,"{'AraCyc': 'RXN-9533', 'bigg.reaction': '3HAD120; HDDHL5', 'CornCyc': 'RXN-9533', 'kegg.reaction': 'R04965', 'biocyc': 'META:RXN-9533', 'seed.reaction': 'rxn05331', 'ec-code': '4.2.1.59','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05332,db_rxn05332,(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase,"{""cpd11481_c0"":-1.0,""cpd00001_c0"":1.0,""cpd11477_c0"":1.0}",cpd11481_c0 <=> cpd00001_c0 + cpd11477_c0,3hpaACP_c <=> h2o_c + tpalm2eACP_c,R_3_hydroxypalmitoyl_acyl_carrierprotein__c0 <=> H2O_c0 + (2E)_Hexadecenoyl_[acp]_c0,ZMO1146,-1000,1000,0,2.3.1.85|2.3.1.86|4.2.1.61,2.3.1.85|2.3.1.86|4.2.1.61,"{'AlgaGEM': 'R_R04544_c; R_R04544_p', 'AraGEM': 'R_R04544_c; R_R04544_p', 'bigg.reaction': '3HAD160', 'JP_Creinhardtii_MSB': 'R_3HAD160', 'kegg.reaction': 'R04544', 'seed.reaction': 'rxn05332','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; Fatty acids,Fatty acid biosynthesis,Lipid,,
rxn05333,db_rxn05333,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,"{""cpd11482_c0"":-1.0,""cpd00001_c0"":1.0,""cpd11475_c0"":1.0}",cpd11482_c0 <=> cpd00001_c0 + cpd11475_c0,3hdeACP_c <=> h2o_c + 2tdeACP_c,(R)_3_Hydroxydecanoyl_[acyl_carrier_protein]_c0 <=> H2O_c0 + (2E)_Decenoyl_[acp]_c0,,-1000,1000,0,2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.60|4.2.1.61,2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.60|4.2.1.61,"{'AlgaGEM': 'R_R04535_c; R_R04535_p', 'AraGEM': 'R_R04535_c; R_R04535_p', 'bigg.reaction': '3HAD100; HDEHL4', 'JP_Creinhardtii_MSB': 'R_3HAD100', 'kegg.reaction': 'R04535', 'seed.reaction': 'rxn05333','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; Fatty acids,Fatty acid biosynthesis,Lipid,,
rxn05334,db_rxn05334,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,"{""cpd11483_c0"":-1.0,""cpd00001_c0"":1.0,""cpd11471_c0"":1.0}",cpd11483_c0 <=> cpd00001_c0 + cpd11471_c0,3hocACP_c <=> h2o_c + 2toceACP_c,(R)_3_Hydroxyoctanoyl_[acyl_carrier_protein]_c0 <=> H2O_c0 + (2E)_Octenoyl_[acp]_c0,ZMO1146,-1000,1000,0,2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.59|4.2.1.61,2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.59|4.2.1.61,"{'AlgaGEM': 'R_R04537_c; R_R04537_p', 'AraGEM': 'R_R04537_c; R_R04537_p', 'bigg.reaction': '3HAD80; HOCHL3', 'JP_Creinhardtii_MSB': 'R_3HAD80', 'kegg.reaction': 'R04537', 'seed.reaction': 'rxn05334','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05335,db_rxn05335,(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase,"{""cpd11484_c0"":-1.0,""cpd00001_c0"":1.0,""cpd11467_c0"":1.0}",cpd11484_c0 <=> cpd00001_c0 + cpd11467_c0,3htdACP_c <=> h2o_c + tmrs2eACP_c,HMA_c0 <=> H2O_c0 + (2E)_Tetradecenoyl_[acp]_c0,ZMO1146,-1000,1000,0,2.3.1.85|2.3.1.86|4.2.1.59|4.2.1.61,2.3.1.85|2.3.1.86|4.2.1.59|4.2.1.61,"{'AraCyc': 'RXN-9537', 'bigg.reaction': '3HAD140', 'CornCyc': 'RXN-9537', 'kegg.reaction': 'R04568', 'biocyc': 'META:RXN-9537', 'seed.reaction': 'rxn05335', 'ec-code': '4.2.1.59','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05336,rxn05336_c0,3R_3_Hydroxypalmitoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0,"{""cpd00006_c0"":-1.0,""cpd11481_c0"":-1.0,""cpd00005_c0"":1.0,""cpd11485_c0"":1.0,""cpd00067_c0"":1.0}",cpd00006_c0 + cpd11481_c0 <=> cpd00005_c0 + cpd11485_c0 + cpd00067_c0,nadp_c + 3hpaACP_c <=> nadph_c + h_c + 3oxhdACP_c,NADP_c0 + R_3_hydroxypalmitoyl_acyl_carrierprotein__c0 <=> NADPH_c0 + 3_oxohexadecanoyl_acp_c0 + H_plus_c0,ZMO1946 or ZMO1222 or ZMO0318 or ZMOp33x016 or ZMO0090,-1000,1000,0,1.1.1.100|2.3.1.85|2.3.1.86,1.1.1.100|2.3.1.85|2.3.1.86,"{'AlgaGEM': 'R_R04543_c; R_R04543_p', 'AraGEM': 'R_R04543_c; R_R04543_p', 'bigg.reaction': '3OAR160; HHDR7', 'JP_Creinhardtii_MSB': 'R_3OAR160', 'kegg.reaction': 'R04543', 'seed.reaction': 'rxn05336','sbo':'SBO:0000176'}","Cell wall of Mycobacteria; Fatty acid metabolic cluster; Hypothetical aromatic compound degradation cluster; metabolism of linear and branched-chain alkanes, nitroalkanes and may be cyclic ketones, alkenoic acids; 271-Bsub; Fatty acids",Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05337,rxn05337_c0,3R_3_Hydroxyhexanoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0,"{""cpd00006_c0"":-1.0,""cpd11479_c0"":-1.0,""cpd00005_c0"":1.0,""cpd11486_c0"":1.0,""cpd00067_c0"":1.0}",cpd00006_c0 + cpd11479_c0 <=> cpd00005_c0 + cpd11486_c0 + cpd00067_c0,nadp_c + 3hhACP_c <=> nadph_c + h_c + 3oxhACP_c,NADP_c0 + D_3_Hydroxyhexanoyl_[acp]_c0 <=> NADPH_c0 + 3_Oxohexanoyl_[acp]_c0 + H_plus_c0,ZMOp33x016 or ZMO0090 or ZMO0318 or ZMO1946 or ZMO1222,-1000,1000,0,1.1.1.100|2.3.1.85|2.3.1.86,1.1.1.100|2.3.1.85|2.3.1.86,"{'AraCyc': 'RXN-9518', 'bigg.reaction': '3OAR60; HHYR2', 'BrachyCyc': 'RXN-9518', 'kegg.reaction': 'R04953', 'biocyc': 'META:RXN-9518', 'seed.reaction': 'rxn05337', 'ec-code': '1.1.1.100','sbo':'SBO:0000176'}","Cell wall of Mycobacteria; Fatty acid metabolic cluster; Hypothetical aromatic compound degradation cluster; metabolism of linear and branched-chain alkanes, nitroalkanes and may be cyclic ketones, alkenoic acids; 271-Bsub; Fatty acids",Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05338,rxn05338_c0,3R_3_Hydroxydecanoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0,"{""cpd00006_c0"":-1.0,""cpd11482_c0"":-1.0,""cpd00005_c0"":1.0,""cpd11487_c0"":1.0,""cpd00067_c0"":1.0} ",cpd00006_c0 + cpd11482_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd11487_c0,nadp_c + 3hdeACP_c <=> nadph_c + h_c + 3oxdeACP_c,NADP_c0 + (R)_3_Hydroxydecanoyl_[acyl_carrier_protein]_c0 <=> H_plus_c0 + NADPH_c0 + 3_oxodecanoyl_acp_c0,ZMO1946 or ZMO1222 or ZMO0318 or ZMOp33x016 or ZMO0090,-1000,1000,0,1.1.1.100|2.3.1.85|2.3.1.86,1.1.1.100|2.3.1.85|2.3.1.86,"{'AraCyc': 'RXN-9528', 'bigg.reaction': '3OAR100; HDER4; HDER4r', 'BrachyCyc': 'RXN-9528', 'kegg.reaction': 'R04534', 'biocyc': 'META:RXN-9528', 'seed.reaction': 'rxn05338', 'ec-code': '1.1.1.100','sbo':'SBO:0000176'}","Cell wall of Mycobacteria; Fatty acid metabolic cluster; Hypothetical aromatic compound degradation cluster; metabolism of linear and branched-chain alkanes, nitroalkanes and may be cyclic ketones, alkenoic acids; 271-Bsub; Fatty acids",Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
